Player,Tm,PER,BPM,VORP,WS,Team Mar,Year
Udonis Haslem,MIA,13.7,-1.6,0.3,5.1,-1.44,2007
Caron Butler,WAS,18.3,1.8,2.4,5.3,-1.01,2007
Mo Williams,MIL,16.3,-0.1,1.2,3.2,-4.77,2007
Bruce Bowen,SAS,7.1,0.7,1.7,4.1,9.37,2007
Jermaine O'Neal,IND,18.8,0.1,1.3,4.7,-2.72,2007
Smush Parker,LAL,11.6,-1.2,0.5,2.3,0.16,2007
Josh Howard,DAL,20.0,2.8,3.0,8.8,8.25,2007
Anthony Parker,TOR,14.5,2.3,2.7,6.5,0.93,2007
Zach Randolph,POR,22.8,-0.2,1.1,5.7,-4.29,2007
DeShawn Stevenson,WAS,12.9,-1.6,0.2,3.1,-1.01,2007
Rasheed Wallace,DET,15.7,2.1,2.5,6.2,4.39,2007
Andris Biedrins,GSW,16.2,1.2,1.9,6.7,0.14,2007
Nick Collison,SEA,14.2,-0.8,0.7,4.6,-2.82,2007
Marcus Camby,DEN,19.1,4.6,4.0,7.6,1.7,2007
Joe Johnson,ATL,19.5,1.4,2.0,5.1,-5.52,2007
Chris Paul,NOK,22.0,4.2,3.7,8.8,-1.41,2007
Rashard Lewis,SEA,20.7,3.0,2.9,7.6,-2.82,2007
Jameer Nelson,ORL,13.9,-0.2,1.0,4.0,0.48,2007
Emeka Okafor,CHA,20.1,1.9,2.3,7.1,-4.3,2007
Adam Morrison,CHA,7.9,-4.9,-1.7,-1.5,-4.3,2007
Al Jefferson,BOS,19.8,0.3,1.3,6.6,-4.19,2007
Corey Maggette,LAC,18.6,0.1,1.2,7.0,-0.22,2007
Kyle Korver,PHI,14.2,-0.6,0.8,4.6,-3.61,2007
Derek Fisher,UTA,11.4,-1.4,0.3,3.9,3.45,2007
Ryan Gomes,BOS,13.7,-1.2,0.4,4.2,-4.19,2007
Boris Diaw,PHO,13.0,1.1,1.8,4.6,7.76,2007
Hedo Turkoglu,ORL,14.2,1.1,1.8,4.9,0.48,2007
Andrew Bogut,MIL,15.5,0.4,1.4,4.0,-4.77,2007
T.J. Ford,TOR,18.2,0.8,1.6,4.3,0.93,2007
Jamaal Tinsley,IND,15.2,0.3,1.3,2.8,-2.72,2007
Drew Gooden,CLE,16.5,0.1,1.2,6.5,3.52,2007
Rasual Butler,NOK,10.8,-1.6,0.2,2.6,-1.41,2007
Trenton Hassell,MIN,9.7,-1.7,0.1,2.6,-3.51,2007
Baron Davis,GSW,21.0,3.3,3.0,6.4,0.14,2007
Ray Allen,SEA,21.6,3.2,2.9,6.3,-2.82,2007
Delonte West,BOS,14.0,-0.4,0.9,3.7,-4.19,2007
Luther Head,HOU,13.7,1.6,2.0,5.7,5.53,2007
Lamar Odom,LAL,16.1,1.7,2.0,4.7,0.16,2007
Jamal Crawford,NYK,14.5,-0.5,0.8,3.1,-3.38,2007
Marvin Williams,ATL,12.2,-2.6,-0.3,2.3,-5.52,2007
Chris Kaman,LAC,12.9,-2.3,-0.2,2.9,-0.22,2007
Hakim Warrick,MEM,15.9,-2.7,-0.4,3.7,-4.81,2007
Earl Watson,SEA,13.5,-1.1,0.5,2.0,-2.82,2007
Andre Miller,PHI,15.9,0.5,1.3,3.9,-3.61,2007
Ime Udoka,POR,12.1,1.6,1.9,3.9,-4.29,2007
John Salmons,SAC,12.7,-0.5,0.8,3.6,-1.31,2007
Pau Gasol,MEM,24.1,3.6,3.0,6.9,-4.81,2007
Zydrunas Ilgauskas,CLE,18.0,1.9,2.1,6.6,3.52,2007
Juwan Howard,HOU,12.8,-1.6,0.2,4.9,5.53,2007
Allen Iverson,DEN,18.4,0.4,1.3,4.6,1.7,2007
Rudy Gay,MEM,12.4,-2.3,-0.2,0.5,-4.81,2007
Luke Ridnour,SEA,13.7,-1.7,0.1,2.3,-2.82,2007
Mikki Moore,NJN,14.8,-0.1,1.0,5.7,-1.22,2007
Devin Harris,DAL,16.0,1.8,2.0,6.5,8.25,2007
Mike James,MIN,13.3,-2.2,-0.1,2.8,-3.51,2007
Chucky Atkins,MEM,17.4,-0.7,0.7,4.9,-4.81,2007
Manu Ginobili,SAS,24.1,6.9,4.6,10.6,9.37,2007
Tim Thomas,LAC,13.6,0.6,1.3,3.9,-0.22,2007
Andrei Kirilenko,UTA,14.3,3.6,2.9,4.4,3.45,2007
Damien Wilkins,SEA,13.1,-0.3,0.9,2.8,-2.82,2007
Michael Redd,MIL,22.3,0.2,1.2,6.1,-4.77,2007
Zaza Pachulia,ATL,16.8,-0.1,1.0,4.8,-5.52,2007
Josh Childress,ATL,16.2,1.7,1.9,5.5,-5.52,2007
Shareef Abdur-Rahim,SAC,13.1,-2.0,0.0,2.8,-1.31,2007
Brandon Roy,POR,18.0,1.9,2.0,4.8,-4.29,2007
Grant Hill,ORL,16.3,0.0,1.0,5.1,0.48,2007
Luke Walton,LAL,14.7,0.6,1.3,3.8,0.16,2007
Matt Harpring,UTA,14.7,-0.7,0.6,4.7,3.45,2007
Richard Jefferson,NJN,13.8,-1.7,0.2,3.4,-1.22,2007
Mickael Pietrus,GSW,13.0,-0.9,0.5,3.6,0.14,2007
Anderson Varejao,CLE,14.4,1.6,1.7,6.6,3.52,2007
Dwyane Wade,MIA,28.9,7.8,4.8,8.8,-1.44,2007
Eric Snow,CLE,8.6,-2.8,-0.4,2.8,3.52,2007
James Posey,MIA,12.7,1.7,1.8,5.2,-1.44,2007
Erick Dampier,DAL,14.9,2.1,2.0,6.4,8.25,2007
Darko Milicic,ORL,13.8,0.3,1.1,3.3,0.48,2007
Jorge Garbajosa,TOR,12.1,0.8,1.4,3.0,0.93,2007
Chris Duhon,CHI,11.9,0.1,1.0,4.8,4.86,2007
David West,NOK,18.9,0.9,1.4,5.2,-1.41,2007
Channing Frye,NYK,10.5,-4.6,-1.2,0.9,-3.38,2007
Randy Foye,MIN,14.0,-1.4,0.3,2.3,-3.51,2007
Matt Carroll,CHA,14.6,-0.5,0.7,4.6,-4.3,2007
Jason Williams,MIA,15.0,-0.3,0.8,4.3,-1.44,2007
Jason Collins,NJN,3.0,-3.1,-0.5,0.6,-1.22,2007
Willie Green,PHI,10.3,-5.0,-1.4,-0.7,-3.61,2007
Rajon Rondo,BOS,13.1,0.4,1.1,2.4,-4.19,2007
Michael Finley,SAS,13.7,-0.3,0.8,4.7,9.37,2007
Antoine Walker,MIA,9.6,-2.5,-0.2,-0.3,-1.44,2007
Matt Barnes,GSW,14.7,0.9,1.3,3.7,0.14,2007
Andrew Bynum,LAL,15.4,-0.7,0.6,4.2,0.16,2007
Brad Miller,SAC,13.5,-0.2,0.8,2.7,-1.31,2007
Gerald Green,BOS,12.0,-2.8,-0.4,1.6,-4.19,2007
Jason Kapono,MIA,13.8,-0.8,0.5,4.2,-1.44,2007
Antonio Daniels,WAS,15.0,-2.7,-0.3,4.3,-1.01,2007
Martell Webster,POR,9.9,-2.4,-0.2,1.3,-4.29,2007
Jeff Foster,IND,13.0,1.0,1.3,4.5,-2.72,2007
Brendan Haywood,WAS,14.2,-0.7,0.6,3.4,-1.01,2007
Paul Pierce,BOS,21.7,3.2,2.3,5.4,-4.19,2007
Maurice Evans,LAL,12.1,-2.7,-0.3,2.6,0.16,2007
David Lee,NYK,20.2,3.4,2.3,6.9,-3.38,2007
Antonio McDyess,DET,18.1,1.3,1.4,6.0,4.39,2007
Nene Hilario,DEN,17.8,1.3,1.4,5.3,1.7,2007
Chuck Hayes,HOU,13.9,1.6,1.6,6.4,5.53,2007
Jannero Pargo,NOK,13.4,-1.9,0.0,2.0,-1.41,2007
Jamaal Magloire,POR,11.5,-4.3,-1.0,1.1,-4.29,2007
Quinton Ross,LAC,10.5,-1.0,0.4,3.2,-0.22,2007
Rasho Nesterovic,TOR,13.9,1.0,1.3,4.1,0.93,2007
Jason Richardson,GSW,15.5,0.8,1.2,3.0,0.14,2007
Dahntay Jones,MEM,9.6,-4.0,-0.8,0.7,-4.81,2007
Devin Brown,NOK,14.3,0.9,1.2,3.5,-1.41,2007
Eduardo Najera,DEN,13.5,1.6,1.5,4.8,1.7,2007
Steve Blake,DEN,11.0,-2.0,0.0,2.2,1.7,2007
Brent Barry,SAS,16.6,3.7,2.4,6.8,9.37,2007
Andrea Bargnani,TOR,12.8,-1.5,0.2,1.9,0.93,2007
Jarvis Hayes,WAS,10.7,-3.2,-0.5,1.5,-1.01,2007
Yao Ming,HOU,26.5,1.8,1.6,7.4,5.53,2007
Quentin Richardson,NYK,14.3,0.8,1.1,3.5,-3.38,2007
Jerry Stackhouse,DAL,16.8,0.3,1.0,4.1,8.25,2007
Jose Calderon,TOR,19.1,-0.1,0.8,5.4,0.93,2007
Shaun Livingston,LAC,13.7,-0.8,0.5,2.4,-0.22,2007
Steven Hunter,PHI,12.3,-1.9,0.0,2.8,-3.61,2007
Sebastian Telfair,BOS,8.6,-4.6,-1.0,0.5,-4.19,2007
Kendrick Perkins,BOS,9.5,-0.6,0.6,1.4,-4.19,2007
Tony Battie,ORL,9.8,-2.2,-0.1,2.7,0.48,2007
Alonzo Mourning,MIA,16.7,-2.1,0.0,3.5,-1.44,2007
Marko Jaric,MIN,9.6,-0.7,0.5,1.5,-3.51,2007
Craig Smith,MIN,15.7,-1.7,0.1,3.9,-3.51,2007
Sasha Pavlovic,CLE,12.1,-0.7,0.5,3.1,3.52,2007
Bostjan Nachbar,NJN,14.5,-1.1,0.3,4.1,-1.22,2007
Travis Outlaw,POR,15.3,-1.5,0.2,2.3,-4.29,2007
Mike Dunleavy,IND,13.8,0.4,0.9,3.2,-2.72,2007
Brian Skinner,MIL,8.9,-2.7,-0.3,1.1,-4.77,2007
Morris Peterson,TOR,13.2,-0.6,0.5,2.9,0.93,2007
Shelden Williams,ATL,12.3,-3.4,-0.5,2.2,-5.52,2007
Johan Petro,SEA,11.6,-3.1,-0.4,1.7,-2.82,2007
Gary Payton,MIA,9.0,-3.3,-0.5,1.3,-1.44,2007
Damon Stoudamire,MEM,12.6,-2.4,-0.2,1.1,-4.81,2007
Linas Kleiza,DEN,11.1,-2.0,0.0,2.8,1.7,2007
Tyronn Lue,ATL,14.1,-3.1,-0.4,2.5,-5.52,2007
DeSagana Diop,DAL,10.6,2.5,1.7,3.8,8.25,2007
Ronald Murray,DET,10.8,-2.7,-0.3,1.3,4.39,2007
Paul Millsap,UTA,17.6,2.8,1.8,4.7,3.45,2007
J.R. Smith,DEN,15.6,0.7,1.0,3.7,1.7,2007
P.J. Brown,CHI,9.7,-2.5,-0.2,2.3,4.86,2007
Keyon Dooling,ORL,11.1,-2.3,-0.1,2.1,0.48,2007
Kenny Thomas,SAC,10.2,-1.5,0.2,1.2,-1.31,2007
Francisco Garcia,SAC,11.7,-0.6,0.5,2.4,-1.31,2007
Sam Cassell,LAC,17.1,-0.8,0.4,2.8,-0.22,2007
Andres Nocioni,CHI,15.6,-0.5,0.5,4.1,4.86,2007
LaMarcus Aldridge,POR,17.1,-1.2,0.3,3.4,-4.29,2007
James Jones,PHO,10.8,-0.7,0.4,2.2,7.76,2007
Greg Buckner,DAL,7.8,-0.2,0.6,2.2,8.25,2007
Carlos Delfino,DET,12.8,-0.1,0.6,2.9,4.39,2007
Fabricio Oberto,SAS,11.9,1.2,1.1,4.1,9.37,2007
Donyell Marshall,CLE,15.3,0.3,0.8,3.8,3.52,2007
Nate Robinson,NYK,15.2,0.1,0.7,3.2,-3.38,2007
Al Harrington,GSW,16.1,0.0,0.7,2.8,0.14,2007
Joe Smith,PHI,14.1,-2.6,-0.2,2.6,-3.61,2007
Corliss Williamson,SAC,12.7,-4.9,-1.0,1.5,-1.31,2007
Francisco Elson,SAS,11.2,-0.1,0.7,3.1,9.37,2007
Bobby Jackson,NOK,15.1,0.1,0.7,2.5,-1.41,2007
Joey Graham,TOR,12.9,-2.6,-0.2,3.0,0.93,2007
Marcus Williams,NJN,11.5,-4.1,-0.7,-0.1,-1.22,2007
Jared Jeffries,NYK,8.6,0.4,0.8,1.2,-3.38,2007
Carlos Arroyo,ORL,14.4,-1.9,0.0,2.5,0.48,2007
Stephen Jackson,GSW,15.7,0.2,0.7,2.4,0.14,2007
Dorell Wright,MIA,12.7,-1.7,0.1,1.9,-1.44,2007
Dikembe Mutombo,HOU,14.4,-0.6,0.5,5.2,5.53,2007
Devean George,DAL,9.7,-0.3,0.6,2.1,8.25,2007
Trevor Ariza,ORL,16.2,1.4,1.1,3.4,0.48,2007
Chris Webber,DET,16.9,2.2,1.3,3.3,4.39,2007
Darrell Armstrong,IND,15.1,0.9,0.9,3.2,-2.72,2007
Brevin Knight,CHA,14.3,-2.4,-0.1,1.8,-4.3,2007
Etan Thomas,WAS,15.6,-1.2,0.3,2.7,-1.01,2007
Juan Dixon,POR,11.2,-2.4,-0.1,0.6,-4.29,2007
Mickael Gelabale,SEA,9.8,-2.2,0.0,1.3,-2.82,2007
Steve Francis,NYK,15.1,0.6,0.8,2.9,-3.38,2007
Al Harrington,IND,13.4,-1.5,0.2,1.5,-2.72,2007
Kurt Thomas,PHO,11.4,-2.0,0.0,2.9,7.76,2007
Derek Anderson,CHA,13.7,0.9,0.9,2.9,-4.3,2007
Gordan Giricek,UTA,11.3,-1.8,0.1,1.9,3.45,2007
Stephen Jackson,IND,13.1,-1.3,0.2,1.7,-2.72,2007
Troy Murphy,IND,14.3,-0.1,0.6,2.8,-2.72,2007
Yakhouba Diawara,DEN,5.3,-2.7,-0.2,0.5,1.7,2007
Damon Jones,CLE,10.2,-1.8,0.0,2.4,3.52,2007
Rodney Carney,PHI,11.4,-3.3,-0.4,1.3,-3.61,2007
Earl Boykins,MIL,15.1,-1.7,0.1,2.0,-4.77,2007
Antoine Wright,NJN,8.1,-3.2,-0.3,1.2,-1.22,2007
Shaquille O'Neal,MIA,21.7,0.6,0.8,2.8,-1.44,2007
Kwame Brown,LAL,13.7,0.6,0.7,1.9,0.16,2007
Reggie Evans,DEN,13.5,-1.2,0.2,2.3,1.7,2007
Robert Horry,SAS,11.9,3.0,1.4,2.9,9.37,2007
Jordan Farmar,LAL,10.8,-2.6,-0.2,0.9,0.16,2007
Ronny Turiaf,LAL,15.5,-0.1,0.5,3.1,0.16,2007
Renaldo Balkman,NYK,16.1,1.1,0.8,2.8,-3.38,2007
Speedy Claxton,ATL,7.3,-4.8,-0.7,-0.7,-5.52,2007
Mike Dunleavy,GSW,14.6,-0.3,0.5,1.9,0.14,2007
Jake Voskuhl,CHA,10.9,-2.5,-0.1,1.7,-4.3,2007
Lorenzen Wright,ATL,6.6,-2.7,-0.2,0.7,-5.52,2007
Salim Stoudamire,ATL,11.4,-5.2,-0.8,0.8,-5.52,2007
Eddie Jones,MIA,14.3,2.1,1.1,3.0,-1.44,2007
Stromile Swift,MEM,14.2,-4.1,-0.5,1.0,-4.81,2007
Brian Scalabrine,BOS,6.6,-1.6,0.1,0.9,-4.19,2007
Marc Jackson,NOK,11.9,-4.3,-0.6,0.7,-1.41,2007
Brian Cook,LAL,14.8,-1.8,0.0,1.8,0.16,2007
Keith Bogans,ORL,9.2,-1.1,0.2,1.7,0.48,2007
Daniel Gibson,CLE,9.4,-0.8,0.3,2.0,3.52,2007
Vladimir Radmanovic,LAL,11.0,-2.5,-0.1,0.8,0.16,2007
Charlie Villanueva,MIL,15.8,-2.9,-0.2,1.7,-4.77,2007
Ersan Ilyasova,MIL,12.1,-3.2,-0.3,1.0,-4.77,2007
Lawrence Roberts,MEM,13.4,-1.4,0.2,2.0,-4.81,2007
Tarence Kinsey,MEM,13.0,-2.3,-0.1,0.9,-4.81,2007
Tyrus Thomas,CHI,14.8,0.2,0.5,2.2,4.86,2007
Clifford Robinson,NJN,5.9,-3.9,-0.5,0.3,-1.22,2007
Beno Udrih,SAS,10.3,-3.2,-0.3,1.0,9.37,2007
Eddie House,NJN,15.0,-2.1,0.0,1.9,-1.22,2007
Jason Maxiell,DET,14.4,-1.8,0.1,1.8,4.39,2007
Walter Herrmann,CHA,16.1,-1.5,0.1,2.4,-4.3,2007
Sasha Vujacic,LAL,11.7,-1.2,0.2,1.8,0.16,2007
Kevin Ollie,PHI,8.4,-4.9,-0.7,0.6,-3.61,2007
Jarron Collins,UTA,8.0,-1.9,0.0,1.3,3.45,2007
Wally Szczerbiak,BOS,14.8,-2.6,-0.1,1.6,-4.19,2007
Earl Boykins,DEN,17.7,-0.5,0.3,2.5,1.7,2007
Fred Jones,TOR,9.9,-1.3,0.1,0.8,0.93,2007
Thabo Sefolosha,CHI,8.5,-2.5,-0.1,0.8,4.86,2007
Sergio Rodriguez,POR,14.1,-2.7,-0.1,0.9,-4.29,2007
Nenad Krstic,NJN,16.9,-1.6,0.1,1.9,-1.22,2007
Dan Gadzuric,MIL,11.9,-3.5,-0.3,0.8,-4.77,2007
Primoz Brezec,CHA,9.7,-4.7,-0.6,0.7,-4.3,2007
Sean May,CHA,19.1,0.6,0.6,2.2,-4.3,2007
Andre Miller,DEN,16.6,0.4,0.5,1.9,1.7,2007
Malik Rose,NYK,7.7,-3.3,-0.3,0.1,-3.38,2007
Tony Allen,BOS,17.0,1.0,0.6,1.9,-4.19,2007
Marquis Daniels,IND,11.6,-3.6,-0.3,0.6,-2.72,2007
David Noel,MIL,9.0,-3.2,-0.2,0.4,-4.77,2007
Mardy Collins,NYK,9.2,-3.4,-0.3,0.0,-3.38,2007
Nazr Mohammed,DET,16.5,-1.7,0.1,2.3,4.39,2007
Jacque Vaughn,SAS,10.9,-3.1,-0.2,1.7,9.37,2007
Alexander Johnson,MEM,13.2,-2.8,-0.1,1.3,-4.81,2007
Jason Hart,LAC,12.0,-0.5,0.3,1.2,-0.22,2007
Lindsey Hunter,DET,12.7,-1.2,0.2,1.3,4.39,2007
Anthony Johnson,ATL,10.3,-4.9,-0.5,0.4,-5.52,2007
Austin Croshere,DAL,10.9,-1.9,0.0,1.3,8.25,2007
Linton Johnson,NOK,14.0,-0.5,0.3,1.9,-1.41,2007
Leon Powe,BOS,14.6,-4.1,-0.4,1.7,-4.19,2007
Daniel Ewing,LAC,9.3,-3.7,-0.3,0.5,-0.22,2007
Allan Ray,BOS,10.0,-3.2,-0.2,0.6,-4.19,2007
Jeff McInnis,CHA,7.7,-6.1,-0.7,-0.1,-4.3,2007
Joel Przybilla,POR,7.4,-1.0,0.2,0.3,-4.29,2007
Darius Songaila,WAS,13.6,-2.6,-0.1,1.1,-1.01,2007
Michael Doleac,MIA,11.0,-3.5,-0.3,1.2,-1.44,2007
Louis Williams,PHI,14.6,-2.7,-0.1,1.1,-3.61,2007
Juan Dixon,TOR,12.9,-0.8,0.2,1.1,0.93,2007
Andray Blatche,WAS,12.1,-2.1,0.0,0.5,-1.01,2007
Ronnie Brewer,UTA,15.2,-0.3,0.3,1.7,3.45,2007
Kris Humphries,TOR,13.5,-2.4,-0.1,1.5,0.93,2007
Kelenna Azubuike,GSW,13.4,-2.5,-0.1,1.2,0.14,2007
Josh Boone,NJN,14.6,-4.3,-0.4,1.7,-1.22,2007
Troy Murphy,GSW,14.8,0.7,0.5,1.7,0.14,2007
Solomon Jones,ATL,12.3,-2.7,-0.1,1.6,-5.52,2007
Sarunas Jasikevicius,IND,12.9,-3.5,-0.2,1.0,-2.72,2007
Matt Bonner,SAS,16.4,0.7,0.4,2.2,9.37,2007
Allen Iverson,PHI,23.5,2.0,0.6,1.6,-3.61,2007
Malik Allen,CHI,10.4,-4.9,-0.5,1.0,4.86,2007
Hilton Armstrong,NOK,12.2,-2.5,-0.1,1.2,-1.41,2007
J.J. Redick,ORL,13.0,-1.3,0.1,1.7,0.48,2007
Bonzi Wells,HOU,8.9,-4.6,-0.4,-0.1,5.53,2007
Adrian Griffin,CHI,10.7,0.5,0.4,1.3,4.86,2007
Steve Blake,MIL,6.8,-5.4,-0.5,-0.1,-4.77,2007
Ronnie Price,SAC,10.5,-2.7,-0.1,0.4,-1.31,2007
Kirk Snyder,HOU,12.2,-1.5,0.1,1.4,5.53,2007
Anthony Johnson,DAL,9.3,-2.3,0.0,0.8,8.25,2007
Eddie Jones,MEM,8.6,-2.3,0.0,0.2,-4.81,2007
Shawne Williams,IND,9.7,-2.9,-0.1,0.7,-2.72,2007
Troy Hudson,MIN,10.8,-4.2,-0.3,0.1,-3.51,2007
Rashad McCants,MIN,7.2,-3.9,-0.3,-0.3,-3.51,2007
Chris Webber,PHI,13.8,-0.6,0.2,0.2,-3.61,2007
Junior Harrington,MEM,8.9,-3.5,-0.2,-0.2,-4.81,2007
Royal Ivey,ATL,9.6,-4.2,-0.3,0.3,-5.52,2007
Ike Diogu,IND,13.5,-4.6,-0.3,0.9,-2.72,2007
Cedric Simmons,NOK,8.0,-4.0,-0.3,0.3,-1.41,2007
Mike Wilks,SEA,12.7,-3.2,-0.2,0.8,-2.82,2007
Marcus Banks,PHO,11.3,-3.6,-0.2,0.4,7.76,2007
Hassan Adams,NJN,13.0,-3.5,-0.2,1.0,-1.22,2007
Roger Mason,WAS,7.2,-5.1,-0.4,-0.1,-1.01,2007
Adonal Foyle,GSW,13.7,0.5,0.3,1.0,0.14,2007
Mark Madsen,MIN,4.5,-3.2,-0.1,0.4,-3.51,2007
Dale Davis,DET,13.2,0.6,0.3,1.3,4.39,2007
Bo Outlaw,ORL,11.4,1.5,0.4,1.2,0.48,2007
Dee Brown,UTA,8.6,-3.4,-0.2,0.2,3.45,2007
Fred Jones,POR,10.3,-2.4,0.0,0.4,-4.29,2007
Dan Dickau,POR,12.2,-2.9,-0.1,0.4,-4.29,2007
Lynn Greer,MIL,14.0,-3.8,-0.2,0.7,-4.77,2007
Peja Stojakovic,NOK,15.8,-1.8,0.0,0.9,-1.41,2007
DerMarr Johnson,DEN,6.1,-4.6,-0.3,-0.3,1.7,2007
Alan Henderson,PHI,15.7,0.4,0.3,1.6,-3.61,2007
Chris Quinn,MIA,12.3,-3.6,-0.2,0.6,-1.44,2007
Maceo Baston,IND,13.7,-0.8,0.1,1.1,-2.72,2007
Mike Sweetney,CHI,10.9,-2.9,-0.1,0.4,4.86,2007
John Lucas,HOU,11.8,-2.6,-0.1,0.6,5.53,2007
Calvin Booth,WAS,9.6,-1.6,0.0,0.6,-1.01,2007
Keith McLeod,GSW,12.3,-4.3,-0.2,0.6,0.14,2007
James Singleton,LAC,11.9,-1.5,0.0,0.7,-0.22,2007
Aaron Williams,LAC,9.4,-3.0,-0.1,0.7,-0.22,2007
C.J. Miles,UTA,2.8,-5.8,-0.4,-0.5,3.45,2007
Donell Taylor,WAS,10.3,-4.8,-0.3,-0.2,-1.01,2007
Rawle Marshall,IND,6.7,-5.6,-0.3,0.0,-2.72,2007
Quincy Douby,SAC,9.0,-4.6,-0.2,0.0,-1.31,2007
Raef LaFrentz,POR,8.7,-4.2,-0.2,0.2,-4.29,2007
David Wesley,CLE,6.6,-3.2,-0.1,0.3,3.52,2007
Shammond Williams,LAL,10.8,-2.1,0.0,0.5,0.16,2007
Keith McLeod,IND,8.0,-5.7,-0.3,0.2,-2.72,2007
Bobby Jones,PHI,9.4,-3.7,-0.1,0.3,-3.61,2007
Justin Williams,SAC,17.3,-4.4,-0.2,0.9,-1.31,2007
Justin Reed,MIN,6.3,-7.9,-0.5,-0.2,-3.51,2007
Brian Cardinal,MEM,17.7,2.7,0.4,0.9,-4.81,2007
Sarunas Jasikevicius,GSW,11.3,-5.4,-0.3,0.2,0.14,2007
Josh Powell,GSW,12.0,-3.8,-0.1,0.4,0.14,2007
Travis Diener,ORL,11.6,-2.4,0.0,0.7,0.48,2007
Pat Garrity,ORL,6.4,-3.4,-0.1,0.2,0.48,2007
Jerome James,NYK,5.1,-7.7,-0.4,-0.2,-3.38,2007
Vassilis Spanoulis,HOU,5.4,-5.8,-0.3,-0.1,5.53,2007
Michael Ruffin,WAS,4.4,-2.7,0.0,0.0,-1.01,2007
Andre Brown,SEA,11.1,-7.7,-0.4,0.0,-2.82,2007
Jake Tsakalidis,MEM,6.5,-6.5,-0.3,-0.2,-4.81,2007
Alan Anderson,CHA,10.1,-3.6,-0.1,0.1,-4.3,2007
Orien Greene,IND,6.5,-3.5,-0.1,-0.2,-2.72,2007
Rafael Araujo,UTA,8.3,-4.5,-0.2,0.1,3.45,2007
Jalen Rose,PHO,13.4,-0.9,0.1,0.6,7.76,2007
Melvin Ely,CHA,4.8,-7.1,-0.3,-0.2,-4.3,2007
Jared Reiner,MIL,4.8,-5.4,-0.2,-0.1,-4.77,2007
Bernard Robinson,CHA,6.3,-4.6,-0.2,-0.1,-4.3,2007
Michael Olowokandi,BOS,4.5,-4.5,-0.1,-0.1,-4.19,2007
Viktor Khryapa,CHI,9.5,-1.5,0.0,0.4,4.86,2007
Anthony Roberson,GSW,11.4,-3.8,-0.1,0.1,0.14,2007
Ike Diogu,GSW,18.4,-4.7,-0.2,0.6,0.14,2007
Darrick Martin,TOR,11.6,-5.3,-0.2,0.1,0.93,2007
Othella Harrington,CHA,5.0,-7.5,-0.3,0.0,-4.3,2007
Maurice Ager,DAL,2.9,-8.3,-0.3,-0.3,8.25,2007
Earl Barron,MIA,6.6,-9.4,-0.4,-0.3,-1.44,2007
Shannon Brown,CLE,7.5,-4.5,-0.1,0.1,3.52,2007
Cedric Bozeman,ATL,-0.1,-7.5,-0.3,-0.3,-5.52,2007
Scott Padgett,HOU,5.6,-3.5,-0.1,0.2,5.53,2007
Jose Barea,DAL,9.6,-4.6,-0.1,0.1,8.25,2007
Steve Novak,HOU,7.7,-2.6,0.0,0.4,5.53,2007
David Harrison,IND,7.0,-6.3,-0.2,-0.2,-2.72,2007
Bracey Wright,MIN,13.8,-2.0,0.0,0.3,-3.51,2007
Ryan Hollins,CHA,8.5,-6.5,-0.2,0.2,-4.3,2007
Paul Davis,LAC,11.2,-3.0,0.0,0.2,-0.22,2007
Shavlik Randolph,PHI,15.3,-2.0,0.0,0.4,-3.61,2007
Kyle Lowry,MEM,18.3,3.0,0.2,0.5,-4.81,2007
Damir Markota,MIL,5.0,-8.0,-0.3,-0.2,-4.77,2007
Mouhamed Sene,SEA,8.5,-11.2,-0.4,0.0,-2.82,2007
Will Blalock,DET,4.5,-4.8,-0.1,-0.1,4.39,2007
Stephen Graham,POR,5.4,-5.2,-0.1,-0.1,-4.29,2007
Pat Burke,PHO,9.3,-6.0,-0.2,0.1,7.76,2007
Brandon Bass,NOK,7.2,-8.0,-0.2,0.0,-1.41,2007
Danny Fortson,SEA,4.3,-9.0,-0.3,0.0,-2.82,2007
Joe Smith,DEN,12.4,-3.9,-0.1,0.2,1.7,2007
Matt Freije,ATL,6.1,-6.9,-0.2,-0.1,-5.52,2007
Jumaine Jones,PHO,3.2,-6.7,-0.2,-0.2,7.76,2007
James White,SAS,12.1,-2.8,0.0,0.3,9.37,2007
Robert Hite,MIA,7.4,-7.1,-0.2,-0.2,-1.44,2007
Jake Tsakalidis,HOU,12.0,-2.4,0.0,0.5,5.53,2007
Aaron McKie,LAL,7.5,-4.1,-0.1,0.1,0.16,2007
Ira Newble,CLE,14.9,-0.4,0.1,0.5,3.52,2007
Jamal Sampson,DEN,11.3,-1.6,0.0,0.2,1.7,2007
Amir Johnson,DET,20.6,2.5,0.1,0.5,4.39,2007
Luke Jackson,TOR,12.5,-1.3,0.0,0.2,0.93,2007
Patrick O'Bryant,GSW,7.3,-3.9,-0.1,0.0,0.14,2007
Luke Schenscher,POR,3.9,-6.2,-0.1,0.0,-4.29,2007
Scot Pollard,CLE,8.5,-2.5,0.0,0.2,3.52,2007
Jackie Butler,SAS,9.6,-5.3,-0.1,0.1,9.37,2007
Marcus Vinicius,NOK,6.9,-3.2,0.0,0.1,-1.41,2007
Maurice Taylor,SAC,6.3,-6.1,-0.1,-0.1,-1.31,2007
Jason Hart,SAC,14.5,-1.6,0.0,0.3,-1.31,2007
