Player,Tm,PER,BPM,VORP,WS,Team Mar,Year
George McGinnis,DEN,20.6,3.0,3.2,7.1,1.14,1979
James Edwards,IND,16.9,-1.0,0.7,7.1,-1.31,1979
Don Buse,PHO,11.5,0.6,1.7,5.4,3.09,1979
Dan Roundfield,ATL,19.4,3.5,3.5,8.7,1.82,1979
Henry Bibby,PHI,11.2,-2.2,-0.1,3.7,1.57,1979
Mike Bantom,IND,15.7,1.2,2.1,5.2,-1.31,1979
Armond Hill,ATL,11.8,-1.4,0.4,4.2,1.82,1979
Dave Cowens,BOS,15.2,0.9,1.9,4.8,-4.45,1979
John Long,DET,13.6,-1.7,0.2,3.6,-2.38,1979
Scott Wedman,KCK,16.9,2.0,2.5,8.6,2.41,1979
Wilbur Holland,CHI,13.1,-0.8,0.7,3.8,-3.55,1979
Maurice Lucas,POR,18.4,0.7,1.7,6.2,1.05,1979
Ron Brewer,POR,14.2,-0.2,1.1,5.6,1.05,1979
John Williamson,NJN,16.4,-1.7,0.2,5.1,-3.56,1979
Walter Davis,PHO,23.0,4.1,3.8,9.4,3.09,1979
Bob Wilkerson,DEN,12.0,-0.5,0.9,2.9,1.14,1979
Eddie Johnson,ATL,16.7,0.9,1.8,6.3,1.82,1979
Robert Parish,GSW,20.8,1.9,2.3,7.1,0.45,1979
John Drew,ATL,21.7,1.3,2.0,8.9,1.82,1979
Maurice Cheeks,PHI,12.6,0.6,1.6,4.9,1.57,1979
Wes Unseld,WSB,17.8,5.4,4.5,8.7,4.38,1979
Jim Cleamons,NYK,11.8,-1.7,0.2,3.4,-3.04,1979
John Johnson,SEA,11.2,-0.7,0.8,2.7,2.51,1979
Ray Williams,NYK,17.7,0.9,1.7,3.9,-3.04,1979
Alvan Adams,PHO,20.4,4.7,4.0,7.6,3.09,1979
Bobby Jones,PHI,16.7,3.5,3.2,7.7,1.57,1979
Phil Smith,GSW,16.1,1.1,1.8,5.2,0.45,1979
Gus Williams,SEA,21.1,3.7,3.2,8.3,2.51,1979
Eddie Jordan,NJN,13.8,-0.4,0.9,2.4,-3.56,1979
Robert Reid,HOU,13.9,1.1,1.8,4.5,0.92,1979
Leon Douglas,DET,12.1,-1.8,0.1,3.1,-2.38,1979
Steve Hawes,ATL,15.0,2.1,2.3,5.4,1.82,1979
Tom Boswell,DEN,14.6,2.3,2.4,5.6,1.14,1979
Bill Robinzine,KCK,16.4,1.6,2.0,6.9,2.41,1979
Caldwell Jones,PHI,13.4,0.5,1.4,5.0,1.57,1979
James Silas,SAS,16.0,-1.0,0.6,5.7,4.4,1979
Lonnie Shelton,SEA,14.9,0.9,1.6,5.1,2.51,1979
Mychal Thompson,POR,17.0,1.1,1.7,4.4,1.05,1979
Kent Benson,MIL,17.3,2.6,2.5,6.4,1.87,1979
Gail Goodrich,NOJ,13.1,-2.6,-0.3,2.2,-5.42,1979
Billy Paultz,SAS,15.5,1.0,1.6,5.1,4.4,1979
Mike Gale,SAS,12.3,-0.1,1.0,3.6,4.4,1979
Tom Henderson,WSB,13.9,-0.2,1.0,4.5,4.38,1979
George Johnson,NJN,11.1,0.2,1.1,2.6,-3.56,1979
John Gianelli,MIL,10.3,-0.3,0.9,3.0,1.87,1979
Darryl Dawkins,PHI,15.6,-0.8,0.6,4.6,1.57,1979
Marvin Webster,NYK,13.4,0.3,1.2,2.8,-3.04,1979
Sidney Wicks,SDC,11.1,-1.6,0.2,1.5,-1.64,1979
Swen Nater,SDC,16.9,0.6,1.3,5.5,-1.64,1979
Jan Van Breda Kolff,NJN,10.8,0.2,1.1,3.6,-3.56,1979
Lionel Hollins,POR,14.0,-1.9,0.1,2.3,1.05,1979
Junior Bridgeman,MIL,18.8,0.5,1.2,5.5,1.87,1979
Fred Brown,SEA,16.9,0.2,1.1,5.2,2.51,1979
Mark Landsberger,CHI,12.6,-2.9,-0.5,2.2,-3.55,1979
Paul Silas,SEA,10.4,0.3,1.1,3.9,2.51,1979
Clifford Ray,GSW,12.5,0.9,1.4,3.8,0.45,1979
Tree Rollins,ATL,17.3,2.8,2.3,6.4,1.82,1979
Mark Olberding,SAS,12.4,-0.2,0.8,4.2,4.4,1979
Kevin Grevey,WSB,14.0,-1.1,0.4,3.4,4.38,1979
Bob Lanier,DET,21.7,2.4,2.0,5.9,-2.38,1979
T.R. Dunn,POR,12.3,-0.3,0.8,3.7,1.05,1979
Mike Newlin,HOU,12.9,-1.5,0.3,2.9,0.92,1979
Pete Maravich,NOJ,13.4,-4.1,-1.0,0.1,-5.42,1979
Charles Johnson,WSB,12.0,-0.7,0.6,2.8,4.38,1979
Truck Robinson,NOJ,18.0,-1.6,0.2,4.1,-5.42,1979
Ernie Grunfeld,MIL,15.2,0.5,1.1,4.3,1.87,1979
Adrian Dantley,LAL,18.4,1.1,1.4,5.7,2.72,1979
Quinn Buckner,MIL,13.6,-0.2,0.8,2.0,1.87,1979
Foots Walker,CLE,15.0,1.5,1.6,3.4,-3.38,1979
Alvin Scott,PHO,13.2,1.2,1.4,4.4,3.09,1979
Ollie Johnson,CHI,12.3,-1.1,0.4,3.1,-3.55,1979
John Mengelt,CHI,13.2,-3.4,-0.6,3.0,-3.55,1979
Purvis Short,GSW,13.1,-1.6,0.2,2.6,0.45,1979
Lou Hudson,LAL,13.7,-1.4,0.3,3.3,2.72,1979
Kevin Kunnert,SDC,12.8,-0.1,0.8,2.3,-1.64,1979
Tiny Archibald,BOS,13.1,-4.4,-1.0,1.6,-4.45,1979
Larry Wright,WSB,13.7,-0.6,0.6,3.5,4.38,1979
Bingo Smith,CLE,13.4,-2.9,-0.4,2.1,-3.38,1979
Mike Green,SAS,12.9,1.0,1.3,3.8,4.4,1979
Darnell Hillman,KCK,10.7,-0.3,0.7,2.6,2.41,1979
Mitch Kupchak,WSB,19.4,0.9,1.2,5.9,4.38,1979
Glen Gondrezick,NYK,11.0,0.9,1.2,2.7,-3.04,1979
Kevin Restani,MIL,12.1,-0.9,0.4,2.6,1.87,1979
Doug Collins,PHI,16.0,-0.6,0.6,4.2,1.57,1979
Bob McAdoo,NYK,21.5,2.4,1.8,4.8,-3.04,1979
Ron Boone,LAL,9.3,-3.5,-0.6,0.4,2.72,1979
Mike Mitchell,CLE,16.8,-1.8,0.1,3.6,-3.38,1979
Dave Twardzik,POR,14.9,0.1,0.8,5.1,1.05,1979
Greg Ballard,WSB,14.9,0.8,1.1,3.9,4.38,1979
Don Ford,LAL,11.1,-1.1,0.3,2.5,2.72,1979
Jeff Judkins,BOS,14.5,-0.9,0.4,3.0,-4.45,1979
Tim Bassett,NJN,8.0,-1.7,0.1,1.4,-3.56,1979
Larry Steele,POR,10.1,-2.1,0.0,2.0,1.05,1979
Coby Dietrick,SAS,13.9,1.9,1.5,4.1,4.4,1979
Mike Dunleavy,HOU,14.9,-1.5,0.2,3.4,0.92,1979
Robert Smith,DEN,11.6,-2.4,-0.1,2.9,1.14,1979
James Hardy,NOJ,10.7,-1.9,0.0,1.3,-5.42,1979
Jo Jo White,BOS,10.2,-4.0,-0.7,-0.3,-4.45,1979
Bob Gross,POR,14.0,1.6,1.3,2.9,1.05,1979
Eric Money,NJN,15.4,-0.8,0.4,2.1,-3.56,1979
Aaron James,NOJ,12.7,-3.6,-0.6,1.7,-5.42,1979
Joel Kramer,PHO,11.3,-0.4,0.6,3.0,3.09,1979
Paul Griffin,NOJ,10.0,-0.7,0.5,1.6,-5.42,1979
Earl Monroe,NYK,15.4,-3.4,-0.5,2.5,-3.04,1979
Tom McMillen,ATL,12.6,-1.6,0.1,2.9,1.82,1979
Lloyd Walton,MIL,12.4,-3.2,-0.4,1.9,1.87,1979
Jack Givens,ATL,13.0,-1.0,0.3,2.1,1.82,1979
Spencer Haywood,NOJ,17.7,-0.5,0.5,2.7,-5.42,1979
Ben Poquette,DET,13.1,-1.7,0.1,2.5,-2.38,1979
Corky Calhoun,IND,9.9,-1.7,0.1,2.3,-1.31,1979
Allan Bristow,SAS,14.2,0.9,1.0,3.5,4.4,1979
Bob Nash,KCK,9.6,-3.6,-0.5,1.1,2.41,1979
Jim Brewer,CLE,10.1,-0.4,0.5,1.0,-3.38,1979
Nate Williams,GSW,14.7,-1.9,0.0,2.9,0.45,1979
Mike Bratz,PHO,12.6,-2.4,-0.1,1.7,3.09,1979
Steve Mix,PHI,19.4,2.0,1.3,4.9,1.57,1979
John Brown,CHI,9.4,-2.5,-0.2,1.7,-3.55,1979
Len Elmore,IND,12.2,-0.5,0.5,2.1,-1.31,1979
Bayard Forrest,PHO,9.6,-0.8,0.4,1.2,3.09,1979
Billy McKinney,KCK,15.6,-2.0,0.0,3.0,2.41,1979
Anthony Roberts,DEN,11.2,-2.6,-0.2,1.7,1.14,1979
Curtis Rowe,BOS,7.7,-3.9,-0.6,0.0,-4.45,1979
Tom Abernethy,GSW,13.6,0.3,0.7,3.7,0.45,1979
Dave Robisch,LAL,11.9,-1.8,0.1,2.3,2.72,1979
Micheal Ray Richardson,NYK,12.4,-0.3,0.5,0.3,-3.04,1979
Dwight Jones,HOU,10.9,-2.5,-0.2,1.3,0.92,1979
Gar Heard,PHO,12.6,-0.9,0.3,2.6,3.09,1979
Jim Price,LAL,12.3,-1.9,0.0,1.8,2.72,1979
Earl Tatum,DET,12.1,-3.1,-0.3,0.7,-2.38,1979
Freeman Williams,SDC,16.1,-4.2,-0.7,1.8,-1.64,1979
Winford Boynes,NJN,11.7,-4.9,-0.9,0.6,-3.56,1979
Mike Glenn,NYK,15.5,-2.4,-0.1,2.8,-3.04,1979
George Johnson,MIL,14.0,0.9,0.8,2.5,1.87,1979
Kenny Carr,LAL,12.6,-3.5,-0.4,1.1,2.72,1979
Wilson Washington,NJN,12.9,-2.5,-0.1,1.8,-3.56,1979
Billy Knight,BOS,12.1,-3.6,-0.5,0.7,-4.45,1979
Terry Furlow,CLE,17.0,-2.0,0.0,1.8,-3.38,1979
Kim Hughes,DEN,11.7,1.9,1.1,2.2,1.14,1979
Don Chaney,BOS,9.7,-2.4,-0.1,0.6,-4.45,1979
Phil Jackson,NJN,10.7,-1.5,0.1,1.9,-3.56,1979
Joe Bryant,PHI,13.1,-1.6,0.1,1.5,1.57,1979
Joe Meriweather,NYK,11.2,-1.3,0.2,1.4,-3.04,1979
Kenny Higgs,CLE,12.4,-1.3,0.2,2.2,-3.38,1979
Slick Watts,HOU,11.3,-1.1,0.2,1.2,0.92,1979
John Lambert,CLE,10.9,-3.1,-0.3,0.9,-3.38,1979
Spencer Haywood,NYK,15.6,-2.7,-0.2,1.6,-3.04,1979
Butch Lee,ATL,12.2,-2.7,-0.2,1.2,1.82,1979
Billy Knight,IND,19.0,0.6,0.7,3.0,-1.31,1979
Wally Walker,SEA,11.6,-1.9,0.0,1.8,2.51,1979
Ron Lee,PHO,11.1,-1.5,0.1,0.6,3.09,1979
Tom Burleson,KCK,15.3,-0.4,0.4,2.7,2.41,1979
Rick Robey,BOS,15.5,-0.6,0.3,1.8,-4.45,1979
Jo Jo White,GSW,12.7,-1.7,0.1,1.4,0.45,1979
Charlie Criss,ATL,9.1,-4.2,-0.5,0.1,1.82,1979
Rick Robey,IND,13.4,-2.1,0.0,1.3,-1.31,1979
Tommie Green,NOJ,8.3,-4.9,-0.6,-0.3,-5.42,1979
Marvin Barnes,BOS,12.3,-0.7,0.3,1.0,-4.45,1979
Wayne Cooper,GSW,12.5,-4.7,-0.5,1.2,0.45,1979
Clemon Johnson,POR,12.1,-0.9,0.2,1.2,1.05,1979
Butch Lee,CLE,15.7,-2.0,0.0,1.3,-3.38,1979
Raymond Townsend,GSW,10.8,-4.5,-0.5,0.8,0.45,1979
Louie Dampier,SAS,13.3,-2.5,-0.1,1.6,4.4,1979
Truck Robinson,PHO,14.2,-3.3,-0.2,1.0,3.09,1979
Marlon Redmond,KCK,11.3,-2.6,-0.1,0.4,2.41,1979
Marty Byrnes,PHO,9.4,-3.2,-0.2,0.5,3.09,1979
John Rudd,NYK,8.2,-3.0,-0.2,0.6,-3.04,1979
Charles Dudley,CHI,6.4,-3.9,-0.3,-0.1,-3.55,1979
Harvey Catchings,NJN,11.6,-1.4,0.1,1.0,-3.56,1979
Wayne Radford,IND,9.7,-2.8,-0.1,0.7,-1.31,1979
Joe Meriweather,NOJ,11.8,-2.2,0.0,0.9,-5.42,1979
Bob McAdoo,BOS,17.5,-2.5,-0.1,1.0,-4.45,1979
Rick Wilson,ATL,9.7,-2.6,-0.1,0.3,1.82,1979
Andre Wakefield,DET,5.2,-6.4,-0.6,-0.8,-2.38,1979
Terry Furlow,ATL,17.1,0.5,0.4,1.5,1.82,1979
Tom LaGarde,SEA,15.6,-0.1,0.3,1.7,2.51,1979
Ira Terrell,NOJ,8.0,-3.5,-0.2,0.3,-5.42,1979
Kevin Stacom,IND,7.1,-6.5,-0.7,-0.6,-1.31,1979
Norm Van Lier,MIL,11.0,-3.2,-0.2,1.1,1.87,1979
Eric Money,PHI,11.8,-3.8,-0.2,0.5,1.57,1979
Dick Snyder,SEA,10.8,-3.9,-0.3,0.9,2.51,1979
Dave Corzine,WSB,12.5,-0.1,0.3,1.1,4.38,1979
Marty Byrnes,NOJ,10.6,-3.4,-0.2,0.4,-5.42,1979
Ralph Simpson,NJN,8.4,-6.4,-0.6,-0.4,-3.56,1979
Dennis Awtrey,SEA,7.3,-1.4,0.1,0.8,2.51,1979
Scott Lloyd,CHI,4.3,-5.2,-0.4,-0.4,-3.55,1979
Ted McClain,PHO,10.1,-2.5,-0.1,0.5,3.09,1979
Joe Hassett,SEA,12.3,-3.7,-0.2,0.9,2.51,1979
Gus Gerard,KCK,11.4,-3.6,-0.2,0.5,2.41,1979
Ralph Simpson,PHI,11.2,-4.4,-0.3,0.2,1.57,1979
Rickey Green,DET,10.2,-4.2,-0.2,-0.1,-2.38,1979
Lucius Allen,KCK,8.7,-3.6,-0.2,0.1,2.41,1979
Bob Bigelow,SDC,6.0,-4.2,-0.2,0.0,-1.64,1979
Scott May,CHI,8.4,-4.7,-0.3,-0.1,-3.55,1979
Ron Lee,NOJ,9.6,-2.1,0.0,-0.2,-5.42,1979
Harry Davis,CLE,10.6,-4.6,-0.3,0.3,-3.38,1979
Phil Chenier,WSB,7.2,-6.5,-0.4,-0.1,4.38,1979
Wesley Cox,GSW,5.3,-7.3,-0.5,-0.5,0.45,1979
Al Skinner,NJN,16.2,-1.0,0.1,1.0,-3.56,1979
Ron Carter,LAL,9.3,-4.3,-0.2,0.0,2.72,1979
Elmore Smith,CLE,14.5,-2.9,-0.1,0.3,-3.38,1979
Tom Barker,NYK,8.8,-5.0,-0.3,0.2,-3.04,1979
Connie Norman,SDC,11.9,-5.3,-0.3,0.2,-1.64,1979
Jim Brewer,DET,9.2,-2.2,0.0,0.3,-2.38,1979
Al Skinner,PHI,8.0,-2.6,0.0,0.2,1.57,1979
Harvey Catchings,PHI,9.9,-1.7,0.0,0.1,1.57,1979
Bob Elliott,NJN,13.6,-1.7,0.0,0.7,-3.56,1979
Walt Frazier,CLE,12.9,-3.6,-0.1,0.2,-3.38,1979
Jim McMillian,POR,11.9,-2.0,0.0,0.5,1.05,1979
Earl Williams,BOS,15.3,-2.9,-0.1,0.4,-4.45,1979
Bo Ellis,DEN,12.2,-3.9,-0.1,0.5,1.14,1979
Steve Green,IND,12.4,-2.0,0.0,0.4,-1.31,1979
Frankie Sanders,SAS,11.8,-3.2,-0.1,0.1,4.4,1979
Kevin Stacom,BOS,10.1,-5.9,-0.3,-0.2,-4.45,1979
Tate Armstrong,CHI,6.5,-5.9,-0.3,-0.1,-3.55,1979
Dennis Awtrey,BOS,5.4,-4.8,-0.2,0.0,-4.45,1979
Alonzo Bradley,HOU,9.3,-4.9,-0.2,0.1,0.92,1979
Brad Davis,IND,12.6,-3.1,-0.1,0.5,-1.31,1979
Kim Anderson,POR,3.0,-7.4,-0.3,-0.4,1.05,1979
Glenn Mosley,SAS,12.2,-1.2,0.0,0.3,4.4,1979
Frankie Sanders,BOS,16.4,-3.1,-0.1,0.3,-4.45,1979
John Kuester,DEN,6.9,-5.3,-0.2,0.0,1.14,1979
Brian Taylor,SDC,11.1,-1.4,0.0,0.1,-1.64,1979
Lars Hansen,SEA,13.6,-1.1,0.0,0.6,2.51,1979
Steve Sheppard,CHI,7.4,-4.5,-0.1,0.0,-3.55,1979
John Olive,SDC,2.0,-8.0,-0.3,-0.2,-1.64,1979
Richard Washington,KCK,5.3,-5.1,-0.1,0.0,2.41,1979
Ira Terrell,POR,14.1,-1.3,0.0,0.3,1.05,1979
Essie Hollis,DET,11.8,-4.0,-0.1,0.1,-2.38,1979
Roger Phegley,WSB,9.8,-6.0,-0.2,0.0,4.38,1979
Jerome Whitehead,SDC,8.4,-4.6,-0.1,0.1,-1.64,1979
Willie Smith,POR,14.6,-1.0,0.0,0.3,1.05,1979
Tom Barker,BOS,9.5,-4.7,-0.1,0.0,-4.45,1979
Phil Hicks,DEN,6.5,-4.6,-0.1,0.0,1.14,1979
Ron Behagen,KCK,10.8,-3.7,-0.1,0.3,2.41,1979
Sam Smith,MIL,14.2,-2.9,0.0,0.2,1.87,1979
Jacky Dorsey,HOU,12.5,-4.5,-0.1,0.2,0.92,1979
Chris Ford,DET,5.6,-5.6,-0.1,-0.1,-2.38,1979
Jackie Robinson,SEA,13.6,-1.2,0.0,0.1,2.51,1979
Greg Bunch,NYK,9.2,-3.7,0.0,0.1,-3.04,1979
Otis Howard,DET,15.1,-5.1,-0.1,0.1,-2.38,1979
Geoff Crompton,DEN,2.6,-8.7,-0.1,-0.1,1.14,1979
Butch Beard,NYK,9.0,-4.5,-0.1,0.0,-3.04,1979
Keith Herron,ATL,9.3,-7.1,-0.1,0.0,1.82,1979
Steve Sheppard,DET,14.2,-2.0,0.0,0.2,-2.38,1979
Tony Robertson,GSW,10.7,-3.8,0.0,0.0,0.45,1979
Ray Epps,GSW,7.9,-6.7,-0.1,0.1,0.45,1979
Brad Davis,LAL,8.5,-6.0,-0.1,0.1,2.72,1979
Lloyd Neal,POR,-0.6,-10.0,-0.1,-0.1,1.05,1979
Larry McNeill,DET,16.5,-4.8,0.0,0.1,-2.38,1979
Dennis Boyd,DET,-4.0,-14.1,-0.1,-0.2,-2.38,1979
E.C. Coleman,HOU,10.9,0.0,0.0,0.1,0.92,1979
Ron Behagen,NYK,7.5,-5.9,0.0,0.0,-3.04,1979
Earl Tatum,BOS,7.1,-10.9,-0.1,0.0,-4.45,1979
Stan Pietkiewicz,SDC,1.6,-8.1,0.0,0.0,-1.64,1979
Scott Lloyd,SDC,-13.2,-13.3,-0.1,-0.2,-1.64,1979
Robert Hawkins,DET,23.8,6.7,0.1,0.1,-2.38,1979
Marlon Redmond,PHI,-13.4,-19.5,-0.1,-0.2,1.57,1979
Otis Howard,MIL,8.0,-4.0,0.0,0.0,1.87,1979
Tom Barker,HOU,13.2,-10.6,0.0,0.0,0.92,1979
Gus Bailey,NOJ,6.1,-4.9,0.0,0.0,-5.42,1979
Andre Wakefield,CHI,-15.9,-20.6,0.0,-0.1,-3.55,1979
Michael Cooper,LAL,16.3,-9.6,0.0,0.0,2.72,1979
Gus Gerard,DET,26.3,5.9,0.0,0.0,-2.38,1979
Del Beshore,MIL,0.0,-5.2,0.0,0.0,1.87,1979
Ron Behagen,DET,-60.3,-33.3,0.0,0.0,-2.38,1979
Norm Nixon,LAL,14.9,-0.7,1.0,6.7,5.04,1980
Elvin Hayes,WSB,17.2,-0.5,1.2,6.2,-2.21,1980
Bill Cartwright,NYK,17.9,0.4,1.9,9.7,-0.82,1980
Kareem Abdul-Jabbar,LAL,25.3,6.0,6.3,14.8,5.04,1980
Moses Malone,HOU,24.1,2.8,3.8,11.9,0.18,1980
Jamaal Wilkes,LAL,17.6,1.9,3.0,10.0,5.04,1980
Micheal Ray Richardson,NYK,17.8,3.6,4.3,6.0,-0.82,1980
Reggie Theus,CHI,17.0,1.5,2.7,6.9,-2.56,1980
Wes Unseld,WSB,15.4,4.1,4.6,8.4,-2.21,1980
Gus Williams,SEA,20.6,3.7,4.2,11.6,4.14,1980
Larry Bird,BOS,20.5,5.2,5.3,11.2,6.95,1980
Toby Knight,NYK,16.4,0.8,2.1,7.3,-0.82,1980
Dan Issel,DEN,22.2,1.9,2.9,11.5,-3.93,1980
Dennis Johnson,SEA,15.9,1.7,2.8,7.4,4.14,1980
George Gervin,SAS,24.0,1.8,2.9,10.6,-0.28,1980
Johnny Davis,IND,13.6,-2.1,-0.1,4.4,-0.56,1980
Otis Birdsong,KCK,18.5,2.1,3.0,8.6,2.66,1980
Tiny Archibald,BOS,15.3,0.0,1.4,8.9,6.95,1980
Swen Nater,SDC,17.2,1.0,2.2,6.8,-3.84,1980
Sonny Parker,GSW,16.2,2.4,3.2,6.8,-4.03,1980
Ron Brewer,POR,13.2,-1.7,0.2,4.3,-0.92,1980
Julius Erving,PHI,25.4,6.7,6.2,12.5,3.75,1980
Mike Mitchell,CLE,19.1,0.2,1.5,8.3,0.36,1980
Larry Kenon,SAS,17.2,0.7,1.9,5.4,-0.28,1980
Magic Johnson,LAL,20.6,5.3,5.2,10.5,5.04,1980
Jack Sikma,SEA,16.5,1.8,2.7,8.6,4.14,1980
Dave Greenwood,CHI,16.2,0.4,1.7,6.5,-2.56,1980
Caldwell Jones,PHI,9.7,0.0,1.4,3.9,3.75,1980
John Lucas,GSW,15.3,-0.2,1.2,5.9,-4.03,1980
Brian Taylor,SDC,13.9,0.9,2.0,5.6,-3.84,1980
Cedric Maxwell,BOS,19.0,5.2,4.9,12.2,6.95,1980
Truck Robinson,PHO,15.3,-0.9,0.8,6.0,3.03,1980
Marques Johnson,MIL,22.0,4.7,4.6,11.5,3.49,1980
Randy Smith,CLE,15.2,0.0,1.4,4.2,0.36,1980
Calvin Murphy,HOU,16.8,0.4,1.6,7.2,0.18,1980
Adrian Dantley,UTA,24.3,3.2,3.5,10.5,-5.79,1980
Ricky Sobers,CHI,12.5,-1.1,0.6,2.4,-2.56,1980
Dave Robisch,CLE,17.2,2.3,2.9,8.6,0.36,1980
Terry Tyler,DET,14.2,0.1,1.4,3.4,-6.85,1980
Paul Westphal,PHO,21.1,2.0,2.7,10.5,3.03,1980
Eddie Jordan,NJN,14.4,0.3,1.5,4.1,-0.82,1980
Kermit Washington,POR,18.2,3.5,3.7,9.1,-0.92,1980
Mickey Johnson,IND,20.3,3.3,3.5,7.3,-0.56,1980
Maurice Cheeks,PHI,15.9,1.9,2.6,7.9,3.75,1980
Brian Winters,MIL,14.8,0.1,1.4,6.2,3.49,1980
Eddie Johnson,ATL,18.0,2.1,2.7,8.2,2.75,1980
Phil Ford,KCK,16.5,-0.3,1.1,6.1,2.66,1980
Dan Roundfield,ATL,19.7,4.4,4.2,9.1,2.75,1980
World B. Free,SDC,22.7,0.7,1.8,8.0,-3.84,1980
Ray Williams,NYK,21.6,3.8,3.8,8.2,-0.82,1980
Darryl Dawkins,PHI,14.6,0.2,1.4,5.7,3.75,1980
John Johnson,SEA,13.3,1.0,1.9,4.9,4.14,1980
Mike Newlin,NJN,17.7,0.8,1.8,6.5,-0.82,1980
Don Buse,PHO,10.7,0.3,1.5,4.6,3.03,1980
Greg Ballard,WSB,18.1,2.2,2.6,6.9,-2.21,1980
Foots Walker,CLE,15.3,1.7,2.2,6.1,0.36,1980
Sam Lacey,KCK,14.9,3.7,3.5,5.6,2.66,1980
Jan Van Breda Kolff,NJN,9.5,0.3,1.4,3.9,-0.82,1980
Jim Chones,LAL,11.3,-1.5,0.3,3.5,5.04,1980
Bob Wilkerson,DEN,10.9,-3.1,-0.6,0.2,-3.93,1980
John Long,DET,16.4,0.1,1.3,3.6,-6.85,1980
Ben Poquette,UTA,14.0,-0.2,1.1,4.9,-5.79,1980
Scott Wedman,KCK,16.9,1.7,2.2,7.1,2.66,1980
Tom Owens,POR,18.1,1.2,1.9,6.9,-0.92,1980
Mike Bantom,IND,13.7,0.4,1.4,3.9,-0.56,1980
Joe Bryant,SDC,11.1,-1.2,0.5,1.8,-3.84,1980
Junior Bridgeman,MIL,17.1,0.2,1.3,6.1,3.49,1980
James Edwards,IND,17.6,-0.9,0.6,6.7,-0.56,1980
Walter Davis,PHO,21.3,3.0,2.9,8.3,3.03,1980
John Drew,ATL,17.8,-0.4,0.9,6.4,2.75,1980
Allan Bristow,UTA,16.6,1.0,1.8,4.4,-5.79,1980
Robert Reid,HOU,15.3,2.1,2.4,4.9,0.18,1980
James Silas,SAS,16.7,-1.4,0.4,5.5,-0.28,1980
Ron Boone,UTA,12.5,-2.9,-0.5,1.2,-5.79,1980
John Roche,DEN,13.9,-2.9,-0.5,4.2,-3.93,1980
Lonnie Shelton,SEA,16.8,2.5,2.5,7.5,4.14,1980
Dave Meyers,MIL,13.3,0.1,1.1,3.9,3.49,1980
Alvan Adams,PHO,19.2,4.2,3.4,7.0,3.03,1980
Dave Cowens,BOS,14.8,1.3,1.8,5.4,6.95,1980
Sidney Wicks,SDC,8.5,-1.3,0.4,-0.1,-3.84,1980
Bobby Jones,PHI,18.5,2.8,2.6,8.1,3.75,1980
Allen Leavell,HOU,15.1,0.0,1.1,4.0,0.18,1980
Tree Rollins,ATL,18.9,4.8,3.6,9.2,2.75,1980
George Johnson,NJN,11.8,1.1,1.6,2.6,-0.82,1980
Robert Parish,GSW,20.0,0.2,1.2,4.6,-4.03,1980
Freeman Williams,SDC,19.4,-2.0,0.0,4.1,-3.84,1980
Chris Ford,BOS,13.0,2.1,2.2,5.6,6.95,1980
Mark Olberding,SAS,12.4,-0.3,0.9,3.1,-0.28,1980
Bob McAdoo,DET,16.3,-1.0,0.5,2.0,-6.85,1980
Armond Hill,ATL,9.2,-2.4,-0.2,2.5,2.75,1980
Reggie King,KCK,13.5,1.4,1.8,6.2,2.66,1980
Jo Jo White,GSW,11.2,-2.4,-0.2,1.5,-4.03,1980
Calvin Natt,NJN,15.9,0.3,1.2,4.8,-0.82,1980
Henry Bibby,PHI,11.1,-2.3,-0.2,3.4,3.75,1980
Dudley Bradley,IND,13.5,0.6,1.3,3.1,-0.56,1980
M.L. Carr,BOS,14.6,1.4,1.7,5.2,6.95,1980
Bingo Smith,SDC,11.4,-3.1,-0.5,2.0,-3.84,1980
Michael Cooper,LAL,12.5,0.0,1.0,4.0,5.04,1980
Kevin Restani,SAS,13.9,-0.3,0.8,3.5,-0.28,1980
George Johnson,DEN,15.0,0.6,1.3,3.8,-3.93,1980
Rick Robey,BOS,15.4,0.1,1.0,5.5,6.95,1980
Bill Robinzine,KCK,15.3,0.1,1.0,5.5,2.66,1980
Billy Knight,IND,18.0,0.4,1.2,5.8,-0.56,1980
Larry Demic,NYK,7.4,-4.0,-1.0,-0.1,-0.82,1980
Charlie Scott,DEN,7.4,-5.4,-1.6,-1.4,-3.93,1980
Steve Hawes,ATL,16.2,2.3,2.0,6.0,2.75,1980
T.R. Dunn,POR,12.5,0.4,1.1,3.3,-0.92,1980
Rudy Tomjanovich,HOU,14.2,-0.9,0.5,3.6,0.18,1980
Coby Dietrick,CHI,12.1,0.4,1.1,2.9,-2.56,1980
Kevin Grevey,WSB,13.7,-0.5,0.7,3.3,-2.21,1980
Rick Barry,HOU,14.8,0.7,1.2,3.4,0.18,1980
Paul Griffin,SAS,13.2,2.6,2.1,4.4,-0.28,1980
Charlie Criss,ATL,11.5,-2.2,-0.1,2.8,2.75,1980
Duck Williams,UTA,8.6,-4.3,-1.0,-0.3,-5.79,1980
Leon Douglas,DET,11.4,-1.5,0.2,2.1,-6.85,1980
Kenny Carr,CLE,16.3,-0.8,0.5,3.9,0.36,1980
Wayne Cooper,GSW,14.8,-3.6,-0.7,2.8,-4.03,1980
Terry Furlow,UTA,16.0,-2.0,0.0,2.0,-5.79,1980
Fred Brown,SEA,16.4,-0.8,0.5,4.9,4.14,1980
